ID,Key,String
5859664891951,TITLE8INTERMEDIATE_RANK_DESCR,"{CHARACTER1}受到百姓的爱戴，也令阴影中的邪恶畏惧不已。{GENDER1:cond:=1?他|=0?她}所到之处，邪恶无处藏身。"
5859664891952,TITLE8END_RANK,{GENDER1:cond:=1?大审判官|=0?大审判官}
5859664891953,TITLE8END_RANK_DESCR,"审判官是正义与善良的绝对力量，光是其存在便足以震慑任何意图行恶者。"
5859664891954,TITLE9BEGINNER_RANK,{GENDER1:cond:=1?灰烬法师|=0?灰烬法师}
5859664891955,TITLE9BEGINNER_RANK_DESCR,"{CHARACTER1}对火焰魔法拥有非凡的天赋，所施放的烈焰法术炽热至极，世间罕见。"
5859664891956,TITLE9INTERMEDIATE_RANK,{GENDER1:cond:=1?火焰王子|=0?火焰公主}
5859664891957,TITLE9INTERMEDIATE_RANK_DESCR,"{CHARACTER1}深入探索火焰奥秘，与火元素建立了牢不可破的联系，仅凭气息便能令人感受到炽热的威压。"
5859664891958,TITLE9END_RANK,{GENDER1:cond:=1?烈焰领主|=0?烈焰女帝}
5859664891959,TITLE9END_RANK_DESCR,"{CHARACTER1}在战场上势不可挡，烈焰焚天，足以熔化最坚硬的铠甲，将敌人彻底化为灰烬。"
5859664891960,TITLE10BEGINNER_RANK,{GENDER1:cond:=1?暗影行者|=0?暗影行者}
5859664891961,TITLE10BEGINNER_RANK_DESCR,"{CHARACTER1}如影随形，总能从意想不到之处现身，一击致命，令敌人防不胜防。"
5859664891962,TITLE10INTERMEDIATE_RANK,{GENDER1:cond:=1?谜影刺客|=0?谜影刺客}
5859664891963,TITLE10INTERMEDIATE_RANK_DESCR,"许多敌人至死都未曾发现杀死自己的竟是{CHARACTER1}。{GENDER1:cond:=1?他|=0?她}高超的潜行术使其队伍总显得人数不足。"
5859664891964,TITLE10END_RANK,{GENDER1:cond:=1?幽影之主|=0?幽影之主}
5859664891965,TITLE10END_RANK_DESCR,"{CHARACTER1}掌握着潜行与暗杀的终极奥义，来去无踪，潜伏于黑暗之中，成为暗影力量的象征，让所有了解暗影危险的人都心生敬畏。"
5859664891966,TITLE11BEGINNER_RANK,{GENDER1:cond:=1?灵动之影|=0?灵动之影}
5859664891967,TITLE11BEGINNER_RANK_DESCR,"{CHARACTER1}身法灵动飘逸，战斗时如鬼魅一般，敏捷到令人难以捉摸。"
5859664891968,TITLE11INTERMEDIATE_RANK,{GENDER1:cond:=1?幻影之灵|=0?幻影之灵}
5859664891969,TITLE11INTERMEDIATE_RANK_DESCR,"{CHARACTER1}精通迷惑敌人的战术，仿佛永远无法被击中，战场上的迷幻存在令敌人无从下手。"
5859664891970,TITLE11END_RANK,{GENDER1:cond:=1?诡术大师|=0?诡术大师}
5859664891971,TITLE11END_RANK_DESCR,"{CHARACTER1}的诡计与狡猾举世无双，轻视{GENDER1:cond:=1?他|=0?她}的人都付出了血的代价，再无第二次机会。"
5859664891972,TITLE12BEGINNER_RANK,{GENDER1:cond:=1?执拗者|=0?执拗者}
5859664891973,TITLE12BEGINNER_RANK_DESCR,"{CHARACTER1}以顽强不屈闻名，从不轻易放弃任何目标。"
5859664891974,TITLE12INTERMEDIATE_RANK,{GENDER1:cond:=1?无情追击者|=0?无情追击者}
5859664891975,TITLE12INTERMEDIATE_RANK_DESCR,"{CHARACTER1}的顽强毅力令敌友皆叹为观止。一旦{GENDER1:cond:=1?他|=0?她}决定做某事，世间没有任何力量能阻止。"
5859664891976,TITLE12END_RANK,{GENDER1:cond:=1?势不可挡者|=0?势不可挡者}
5859664891977,TITLE12END_RANK_DESCR,"如其称号所示，{CHARACTER1}的意志坚如磐石，任何敌人和障碍都无法阻挡{GENDER1:cond:=1?他|=0?她}实现目标的脚步。"
5859664891978,TITLE13BEGINNER_RANK,{GENDER1:cond:=1?毒药师|=0?毒药师}
5859664891979,TITLE13BEGINNER_RANK_DESCR,"{CHARACTER1}擅长以毒药暗中解决敌人，无数敌人因此丧命于无形之中。"
5859664891980,TITLE13INTERMEDIATE_RANK,{GENDER1:cond:=1?毒蛇|=0?黑寡妇}
5859664891981,TITLE13INTERMEDIATE_RANK_DESCR,"{CHARACTER1}的剧毒令人生畏，甚至无人敢与{GENDER1:cond:=1?他|=0?她}握手。"
5859664891982,TITLE13END_RANK,{GENDER1:cond:=1?夜影之毒|=0?夜影之毒}
5859664891983,TITLE13END_RANK_DESCR,"{CHARACTER1}精通将平凡原料炼制成致命剧毒，据说一滴便能夺人性命，敌人一听到{GENDER1:cond:=1?他|=0?她}的名字便为之胆寒。"
5859664891984,TITLE14BEGINNER_RANK,{GENDER1:cond:=1?队长|=0?队长}
5859664891985,TITLE14BEGINNER_RANK_DESCR,"{CHARACTER1}赢得了伙伴们的信任，即使未必是团队领导者，{GENDER1:cond:=1?他|=0?她}的话语也备受重视。"
5859664891986,TITLE14INTERMEDIATE_RANK,{GENDER1:cond:=1?将军|=0?将军}
5859664891987,TITLE14INTERMEDIATE_RANK_DESCR,"{CHARACTER1}展现了无与伦比的战术天赋，屡次以巧妙决策扭转战局。若拥有一支军队，便可征服整个国家。"
5859664891988,TITLE14END_RANK,{GENDER1:cond:=1?战争领主|=0?战争女王}
5859664891989,TITLE14END_RANK_DESCR,"{CHARACTER1}乃战争艺术的绝对大师，精通谋略，举手投足间皆为胜利而生。{GENDER1:cond:=1?他|=0?她}的战略头脑史无前例。"
5859664891990,TITLE15BEGINNER_RANK,{GENDER1:cond:=1?兵器达人|=0?兵器达人}
5859664891991,TITLE15BEGINNER_RANK_DESCR,"{CHARACTER1}凭借多年经验，精通各种武器的杀伐技艺，反复磨炼，杀敌效率鲜有人及。"
5859664891992,TITLE15INTERMEDIATE_RANK,{GENDER1:cond:=1?兵器天才|=0?兵器天才}
5859664891993,TITLE15INTERMEDIATE_RANK_DESCR,"{CHARACTER1}展现出非凡的武器天赋，挥舞武器时精准而高效，让敌人望而生畏，成为近战领域令人胆寒的存在。"
5859664891994,TITLE15END_RANK,{GENDER1:cond:=1?兵器大师|=0?兵器大师}
5859664891995,TITLE15END_RANK_DESCR,"{CHARACTER1}已达武器技艺的极致巅峰，数年苦练成就了无人可及的战斗艺术。每当{GENDER1:cond:=1?他|=0?她}踏入战场，便能单枪匹马逆转战局，所展现的流畅与致命之美令人惊叹。"
5859664891996,TITLE16BEGINNER_RANK,{GENDER1:cond:=1?雷光使者|=0?雷光使者}
5859664891997,TITLE16BEGINNER_RANK_DESCR,"{CHARACTER1}潜心研究雷电法术，所施法术震撼天地，每次施法皆在空气中留下雷霆电光的痕迹。"
5859664891998,TITLE16INTERMEDIATE_RANK,{GENDER1:cond:=1?唤雷者|=0?唤雷者}
5859664891999,TITLE16INTERMEDIATE_RANK_DESCR,"{CHARACTER1}已成为雷霆之怒的引导者，所到之处电光交织，法术威力足以撼动苍穹，震耳欲聋。"
5859664892000,TITLE16END_RANK,{GENDER1:cond:=1?雷霆之王|=0?雷霆女王}
5859669086208,TITLE16END_RANK_DESCR,"{CHARACTER1}掌控雷电之力，随心所欲地召唤天空之怒，周身缠绕雷霆，电光闪烁中敌人灰飞烟灭，令人生畏。"
5859669086209,TITLE17BEGINNER_RANK,{GENDER1:cond:=1?猩红冒险者|=0?绯红冒险者}
5859669086210,TITLE17BEGINNER_RANK_DESCR,"{CHARACTER1}的身上总是沾染着鲜血，而且大多并非来自{GENDER1:cond:=1?他|=0?她}自己，关于鲜血的来源，旁人只敢低声揣测。"
5859669086211,TITLE17INTERMEDIATE_RANK,{GENDER1:cond:=1?猩红秃鹫|=0?绯红渡鸦}
5859669086212,TITLE17INTERMEDIATE_RANK_DESCR,"{CHARACTER1}拥有对暴力与鲜血的无尽渴求，追击敌人直到对方彻底毁灭为止。"
5859669086213,TITLE17END_RANK,{GENDER1:cond:=1?猩红主宰|=0?绯红刽子手}
5859669086214,TITLE17END_RANK_DESCR,"对{CHARACTER1}而言，战场并非战斗，而是猎杀。

而{GENDER1:cond:=1?他|=0?她}便是猎食者。"
5859669086215,TITLE18BEGINNER_RANK,{GENDER1:cond:=1?治愈者|=0?治愈者}
5859669086216,TITLE18BEGINNER_RANK_DESCR,"{CHARACTER1}成为队伍不可或缺的支柱，{GENDER1:cond:=1?他|=0?她}仁慈的治疗之术让许多伙伴重获新生，冒险途中难以想象缺少{GENDER1:cond:=1?他|=0?她}的存在。"
5859669086217,TITLE18INTERMEDIATE_RANK,{GENDER1:cond:=1?生命编织者|=0?生命编织者}
5859669086218,TITLE18INTERMEDIATE_RANK_DESCR,"{CHARACTER1}已精通治愈之术，即使最严重的伤势也能迅速痊愈，伙伴们无不尽力讨好{GENDER1:cond:=1?他|=0?她}，毕竟自己的性命掌握在{GENDER1:cond:=1?他|=0?她}手中。"
5859669086219,TITLE18END_RANK,{GENDER1:cond:=1?守护天使|=0?守护天使}
5859669086220,TITLE18END_RANK_DESCR,"{CHARACTER1}拯救了无数生命，以至于许多人将{GENDER1:cond:=1?他|=0?她}视为守护天使。只要{GENDER1:cond:=1?他|=0?她}在场，就无人再惧怕死亡。"
5859669086221,TITLE19BEGINNER_RANK,{GENDER1:cond:=1?庸医|=0?庸医}
5859669086222,TITLE19BEGINNER_RANK_DESCR,"{CHARACTER1}明白医术与杀戮之间并无太大区别，因此选择了一条令旁人质疑的治疗之路。"
5859669086223,TITLE19INTERMEDIATE_RANK,{GENDER1:cond:=1?送葬者|=0?送葬者}
5859669086224,TITLE19INTERMEDIATE_RANK_DESCR,"{CHARACTER1}早已背弃救死扶伤的誓言，将治疗之术化为致命武器。"
5859669086225,TITLE19END_RANK,{GENDER1:cond:=1?死亡医师|=0?死亡医师}
5859669086226,TITLE19END_RANK_DESCR,"{CHARACTER1}所杀与所救之人几乎相等，凭此获得了死亡医师的名号，敌友皆为之恐惧。"
5859669086227,TITLE20BEGINNER_RANK,{GENDER1:cond:=1?近战弓手|=0?近战弓手}
5859669086228,TITLE20BEGINNER_RANK_DESCR,"{CHARACTER1}喜欢贴近前线与伙伴并肩作战，以弓箭为武器近距离搏杀。许多人以为这会成为{GENDER1:cond:=1?他|=0?她}的弱点，但他们很快便会为此付出代价。"
5859669086229,TITLE20INTERMEDIATE_RANK,{GENDER1:cond:=1?武斗弓手|=0?武斗弓手}
5859669086230,TITLE20INTERMEDIATE_RANK_DESCR,"许多人开始相信{CHARACTER1}的战斗方式是武术与弓术的融合，无论真相如何，这种独特战斗风格只有{GENDER1:cond:=1?他|=0?她}能够掌握。"
5859669086231,TITLE20END_RANK,{GENDER1:cond:=1?禅意神射|=0?禅意神射}
5859669086232,TITLE20END_RANK_DESCR,"{CHARACTER1}穿梭战场，以致命精准的攻势远近皆宜，无论何种距离都能主宰战局。"
